[2026-04-29 09:40:05] INFO Device: cuda
[2026-04-29 09:40:05] INFO GPU: NVIDIA GeForce RTX 5090
[2026-04-29 09:40:56] INFO Train cases: ['2HNA002', '2HNA005', '2HNA010', '2HNA011', '2HNA014', '2HNA016', '2HNA019', '2HNA021', '2HNA024', '2HNA025', '2HNA027', '2HNA028', '2HNA029', '2HNA031', '2HNA032', '2HNA035', '2HNA036', '2HNA039', '2HNA040', '2HNA041', '2HNA044', '2HNA045', '2HNA046', '2HNA050', '2HNA056', '2HNA058', '2HNA061', '2HNA068', '2HNA070', '2HNA073', '2HNA076', '2HNA077', '2HNA082', '2HNA083', '2HNA084', '2HNA086', '2HNA087', '2HNA088', '2HNA089', '2HNA090', '2HNA091', '2HNA092', '2HNA093', '2HNA094', '2HNA095', '2HNA097', '2HNA099', '2HNA105', '2HNA106', '2HNA107', '2HNA108', '2HNA111', '2HNA113', '2HNA115', '2HNB001', '2HNB002', '2HNB005', '2HNB006', '2HNB007', '2HNB009', '2HNB010', '2HNB011', '2HNB014', '2HNB015', '2HNB016', '2HNB019', '2HNB020', '2HNB023', '2HNB024', '2HNB030', '2HNB031', '2HNB033', '2HNB034', '2HNB036', '2HNB037', '2HNB039', '2HNB043', '2HNB044', '2HNB045', '2HNB047', '2HNB050', '2HNB051', '2HNB053', '2HNB055', '2HNB058', '2HNB059', '2HNB060', '2HNB063', '2HNB065', '2HNB067', '2HNB070', '2HNB072', '2HNB074', '2HNB075', '2HNB078', '2HNB081', '2HNB082', '2HNB085', '2HNB086', '2HNB089', '2HNB091', '2HNB093', '2HNB098', '2HNB099', '2HNB101', '2HNB102', '2HNB104', '2HNB105', '2HNB106', '2HNB107', '2HNB109', '2HNB111', '2HNC018', '2HNC021', '2HNC024', '2HNC027', '2HNC028', '2HNC029', '2HNC037', '2HNC040', '2HNC046', '2HNC048', '2HNC049', '2HNC052', '2HNC053', '2HNC055', '2HNC057', '2HNC058', '2HNC066', '2HNC069', '2HNC072', '2HNC074', '2HNC075', '2HNC076', '2HNC077', '2HNC078', '2HNC079', '2HNC080', '2HNC081', '2HNC082', '2HNC085', '2HNC088', '2HNC091', '2HNC092', '2HNC097', '2HNC098', '2HNC099', '2HNC100', '2HNC102', '2HNC104', '2HNC108', '2HNC112', '2HNC113', '2HNC118', '2HNC121', '2HNC123', '2HNC125', '2HNE003', '2HNE004', '2HNE007']
[2026-04-29 09:40:56] INFO Val cases:   ['2HNA026', '2HNA033', '2HNA034', '2HNA038', '2HNA047', '2HNA096', '2HNA098', '2HNA100', '2HNA102', '2HNA104', '2HNA110', '2HNB013', '2HNB054', '2HNB061', '2HNB064', '2HNB071', '2HNB103', '2HNB108', '2HNC017', '2HNC020', '2HNC025', '2HNC030', '2HNC034', '2HNC036', '2HNC042', '2HNC043', '2HNC051', '2HNC060', '2HNC061', '2HNC062', '2HNC063', '2HNC084', '2HNC086', '2HNC087', '2HNC094', '2HNC101', '2HNC117', '2HNC119', '2HNE001', '2HNE006']
[2026-04-29 09:40:56] INFO Train slices: 13634  Val slices: 3451
[2026-04-29 09:40:56] INFO Model params: 6.50M
[2026-04-29 09:41:40] INFO epoch 0 it 20/1704 loss 0.9914
[2026-04-29 09:41:41] INFO epoch 0 it 40/1704 loss 0.8927
[2026-04-29 09:41:41] INFO epoch 0 it 60/1704 loss 0.8206
[2026-04-29 09:41:41] INFO epoch 0 it 80/1704 loss 0.7364
[2026-04-29 09:41:41] INFO epoch 0 it 100/1704 loss 0.7193
[2026-04-29 09:41:42] INFO epoch 0 it 120/1704 loss 0.7027
[2026-04-29 09:41:42] INFO epoch 0 it 140/1704 loss 0.6701
[2026-04-29 09:41:42] INFO epoch 0 it 160/1704 loss 0.6691
[2026-04-29 09:41:42] INFO epoch 0 it 180/1704 loss 0.6860
[2026-04-29 09:41:42] INFO epoch 0 it 200/1704 loss 0.6729
[2026-04-29 09:41:43] INFO epoch 0 it 220/1704 loss 0.6749
[2026-04-29 09:41:43] INFO epoch 0 it 240/1704 loss 0.6756
[2026-04-29 09:41:43] INFO epoch 0 it 260/1704 loss 0.6518
[2026-04-29 09:41:43] INFO epoch 0 it 280/1704 loss 0.6544
[2026-04-29 09:41:43] INFO epoch 0 it 300/1704 loss 0.6481
[2026-04-29 09:41:44] INFO epoch 0 it 320/1704 loss 0.6257
[2026-04-29 09:41:44] INFO epoch 0 it 340/1704 loss 0.6304
[2026-04-29 09:41:44] INFO epoch 0 it 360/1704 loss 0.6311
[2026-04-29 09:41:44] INFO epoch 0 it 380/1704 loss 0.6368
[2026-04-29 09:41:44] INFO epoch 0 it 400/1704 loss 0.6323
[2026-04-29 09:41:45] INFO epoch 0 it 420/1704 loss 0.6179
[2026-04-29 09:41:45] INFO epoch 0 it 440/1704 loss 0.6223
[2026-04-29 09:41:45] INFO epoch 0 it 460/1704 loss 0.6165
[2026-04-29 09:41:45] INFO epoch 0 it 480/1704 loss 0.6218
[2026-04-29 09:41:45] INFO epoch 0 it 500/1704 loss 0.6103
[2026-04-29 09:41:46] INFO epoch 0 it 520/1704 loss 0.6163
[2026-04-29 09:41:46] INFO epoch 0 it 540/1704 loss 0.6013
[2026-04-29 09:41:46] INFO epoch 0 it 560/1704 loss 0.6095
[2026-04-29 09:41:46] INFO epoch 0 it 580/1704 loss 0.6042
[2026-04-29 09:41:47] INFO epoch 0 it 600/1704 loss 0.6240
[2026-04-29 09:41:47] INFO epoch 0 it 620/1704 loss 0.6029
[2026-04-29 09:41:47] INFO epoch 0 it 640/1704 loss 0.6033
[2026-04-29 09:41:47] INFO epoch 0 it 660/1704 loss 0.6047
[2026-04-29 09:41:47] INFO epoch 0 it 680/1704 loss 0.6102
[2026-04-29 09:41:48] INFO epoch 0 it 700/1704 loss 0.6010
[2026-04-29 09:41:48] INFO epoch 0 it 720/1704 loss 0.6065
[2026-04-29 09:41:48] INFO epoch 0 it 740/1704 loss 0.5997
[2026-04-29 09:41:48] INFO epoch 0 it 760/1704 loss 0.5876
[2026-04-29 09:41:48] INFO epoch 0 it 780/1704 loss 0.5867
